"Data Source","World Development Indicators",

"Last Updated Date","2025-12-04",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023","2024",
"Mozambique","MOZ","Agriculture, forestry, and fishing, value added (current US$)","NV.AGR.TOTL.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1308176550.47028","831627376.165979","954259432.244336","892412679.917888","959720568.822095","1247483836.12102","1470951506.13116","1498047156.68752","1432916110.63762","1129153527.89745","1029781747.08497","1352858475.07874","1495963652.2456","1785099008.5045","2032786013.07447","2293143895.31124","2596502774.47964","3468562657.72731","3422926830.50915","3116517363.50945","3871897738.37537","4258424013.49114","4171033022.69913","4432620683.11336","3819860887.04766","2851588660.55319","3458749805.3569","3835817890.29405","3842476569.27963","3826762008.20557","4348332449.40044","4841589834.85775","5429542736.02412","5886502112.51076",
"Mauritania","MRT","Agriculture, forestry, and fishing, value added (current US$)","NV.AGR.TOTL.CD","","53290902.6976148","53758366.1789134","55628227.8011039","60302863.0191953","63575114.8827292","66511213.6116918","70898084.2784603","74224017.4227581","59367465.4039144","70153927.575398","72893501.1573019","83545928.7438585","142119977.333943","157780771.013292","154495066.031772","162956363.353675","175179320.98305","188880893.582453","207324467.832435","246332480.363322","267376260.641964","274284483.40972","289683422.891512","226311816.170096","166617713.173769","233188786.285714","321269119.239701","341231465.026362","344806101.792874","329804332.146535","610058803.480299","617810627.192214","529215990.652107","543370123.406838","588485796.187714","579885655.086401","518965827.091181","527218222.092456","521834088.835137","441832708.425753","434227842.620621","430581329.147358","495943899.935369","541435603.562316","589264894.578313","650929839.910648","801116430.324889","966284707.270885","904173721.860046","941883030.728775","981946243.064264","1082297033.24118","1176103854.2855","1240336939.46651","1272196000.34706","1391037390.92138","1544911319.5502","1767940578.79616","1575627895.93793","1582127397.47572","1765984857.80557","2029175578.71937","1996441848.06959","2005300687.82735",
"Mauritius","MUS","Agriculture, forestry, and fishing, value added (current US$)","NV.AGR.TOTL.CD","","","","","","","","","","","","","","","","","140387112.223632","142115366.80294","158519618.222455","194035993.042605","118943944.347768","140658433.653644","140721357.915117","125147357.810391","125794065.98377","137477891.346877","186390410.829714","228370122.975875","233670505.982225","226954287.235995","288896258.187945","284800407.709841","322834353.945536","298629988.341472","308351928.443333","371635505.092884","400765168.750484","347930898.695357","338896724.621915","217026985.991476","266042940.608752","283646377.123647","251332681.396435","301149233.14986","347111533.323779","323006022.497856","344864920.33715","356649507.805796","407094715.82413","354257536.029637","364307896.20717","426601453.705591","426755805.296591","409428143.211124","417319568.721665","368859590.320823","390074999.684175","410685085.713437","377802180.088642","390826768.036561","358426919.831337","376713755.566308","459907735.537209","564889939.685943","637126081.352503",
"Malawi","MWI","Agriculture, forestry, and fishing, value added (current US$)","NV.AGR.TOTL.CD","","","","","","","","","","","","","","","","","","","","","587707874.43849","538592906.950639","531796354.176042","565434372.720285","550639189.743735","522218717.733787","555634369.527686","616753391.861344","725411115.288676","780418967.908958","876085386.249754","1057500500.30089","760907868.536262","1122430837.98456","319589819.840083","454417223.21667","867464808.853819","977114011.496472","682107724.653195","739477340.641844","752587985.303191","733074117.848647","1642555133.9079","1406922472.22721","1460621437.95051","1456551430.84905","1493778019.09369","1476197355.90784","1930666270.28943","2280339761.65801","2494822709.9139","2787565234.11419","2064272017.93614","1915472642.01348","2101179467.76598","2120003047.68259","1755429847.14591","2050417597.54064","2137134011.80475","2536115711.32755","2944095091.86063","3160486879.17222","3430116322.82762","3861853805.03983","3562512794.60894",
"Malaysia","MYS","Agriculture, forestry, and fishing, value added (current US$)","NV.AGR.TOTL.CD","837697584.623124","863103239.884752","860013295.352833","881642449.74226","889882040.493659","916660906.435996","991504400.206454","1007640352.53918","1043688856.07699","1214318180.33333","1258949634.45946","1206520086.75539","1425375059.05185","2217371783.59043","3082975048.05641","2856307211.85876","3248970697.30384","3707235941.58006","4316811266.80777","5276860296.04623","5638969159.1142","5456193305.48473","5763411281.70346","6137190091.5455","6905918182.04316","6327746932.9959","5597992439.88437","6423541794.49588","7079624390.41341","7024403785.82435","6699015666.15833","7054844340.99505","8622138453.68516","9223047323.42823","10174516079.8659","11486842105.2632","11780348199.3799","11101923486.4078","9607113738.27966","8581578947.36842","8065000000","7432894736.84211","9061052631.57895","10255526315.7895","11565526315.7895","11859231304.6528","14007775524.4635","19329357461.6248","23008645816.5022","18646316941.7078","25731065320.4958","34125456739.7483","30795768325.6383","29461339568.9942","29997311220.1561","24974817526.2848","25493872054.7811","27437883696.114","26952539323.3923","26443643526.6882","27556678011.2297","35757058331.5936","36483660916.3265","31120657638.2218","34445327107.807",
"North America","NAC","Agriculture, forestry, and fishing, value added (current US$)","NV.AGR.TOTL.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","122654162198.765","114492514043.004","108228996803.129","114503801082.068","116424474278.415","111800997111.16","133664349146.753","166779469878.795","152266105085.156","149598649648.433","169593486068.306","174027546571.095","150632049789.284","169912735718.851","211570886072.902","212592986446.108","250847056269.318","229243630979.395","211266326348.067","195967897729.546","208030652151.037","206462705610.253","193822803071.463","193373706689.403","260959579984.963","331007324224.469","312949319778.145","283515690738.805",
"Namibia","NAM","Agriculture, forestry, and fishing, value added (current US$)","NV.AGR.TOTL.CD","","","","","","","","","","","","","","","","","","","","","194327135.178998","196667293.770703","179210233.593905","185140107.710259","154798151.126873","118880109.930788","140163185.898491","210111123.935614","228676425.619362","214421534.180534","252637877.94402","298887559.007212","242921703.750402","241248758.316905","371386009.567427","375864806.035701","372183323.568289","353598944.609352","332644542.14002","339126299.373237","420895705.196152","344189336.941574","336227954.242712","503252692.191109","590848404.095984","751546929.435355","771889346.987631","746119963.279614","648284762.175066","728350193.94989","966568152.518673","1016098698.29213","1050468972.10088","941963051.56627","1012111737.39983","753836590.055163","720532271.671718","989852100.714017","1062859955.10635","888467283.574652","969278539.915559","1186050224.39427","1100944682.78343","952664604.448516","975005948.517934",
"New Caledonia","NCL","Agriculture, forestry, and fishing, value added (current US$)","NV.AGR.TOTL.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","91672226.8526888","96038524.0805528","105827365.02931","104498769.347266","117785545.151727","128710390.359395","125653957.776551","120946207.152004","78823848.2737524","78929872.0870346","74884131.3488518","77833235.7671706","70700488.6746992","85697139.8685636","105335589.441656","96617186.0517542","120538797.734908","112189500.934893","125825263.797676","123311363.378239","125926291.469939","141631441.162786","158838659.747102","173922777.552211","188501256.368889","167191625.311797","168096978.209615","184572866.465181","","169248338.669003","","","","","",
"Niger","NER","Agriculture, forestry, and fishing, value added (current US$)","NV.AGR.TOTL.CD","338601936.830704","358932935.206885","404107104.948936","427690120.974824","433172683.403161","455907030.861149","469658637.155853","470612021.812697","443516384.448584","415697641.135382","421634135.07134","454018762.668783","463941189.669655","570400035.967649","654623808.54201","527611748.989445","500618341.88968","668809896.766109","934741992.075898","1026891304.48804","1080085603.17159","991052025.545236","893774866.78563","749738813.511052","522706306.762236","529311376.597941","661265086.603895","786260385.516755","806115277.45949","742613934.003015","1034116726.5449","1037682643.92277","1122854737.00789","1040262492.8063","604079053.754978","707583169.860582","777727321.713632","692421230.901936","936114966.854706","888292282.173212","819933785.677544","983940772.73534","1150907924.52196","1398211068.6244","1405342826.09831","1721789309.76956","1890419517.22793","2126066091.52429","2829644942.56627","2557424927.2459","2812406125.47766","2951814068.73746","3175077866.33333","3295996786.18099","3631378202.32461","3139219007.80793","3666946355.20792","4006154048.32545","4823954868.03158","4768094132.23984","5274590327.8173","5441145886.83484","6381977791.26279","5428077944.04433","6605945519.15246",
"Nigeria","NGA","Agriculture, forestry, and fishing, value added (current US$)","NV.AGR.TOTL.CD","","","","","","","","","","","","","","","","","","","","","","20132438754.4274","19277704745.2107","14555238879.5107","13453781566.2384","13442122771.8885","9876247647.02628","10826036145.1023","11603666169.5768","9361914097.1574","11648098317.6753","12432347682.2194","10578825840.961","13324416193.9404","20239677009.0909","35915528050","48659760390.9091","55066452836.3636","60956404440.9091","15394567925.3976","14773113832.8192","18003542236.36","35136811598.8023","35430109480.0395","36969352256.8048","45831191839.7319","58981822707.2446","68626296199.041","85818756596.0955","78911484157.8309","87687604312.1636","92155467756.5104","101423872579.789","107969163747.065","114780797142.913","101720740023.409","84907969885.407","78330102219.432","89424636578.9172","103949205785.667","104347102010.976","102965771373.054","113105801713.97","82683853693.6956","38215186762.8448",
"Nicaragua","NIC","Agriculture, forestry, and fishing, value added (current US$)","NV.AGR.TOTL.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","734747738.095238","831422377.158034","922225548.310611","876096971.205693","889567240.037887","825535000.105849","907743950.202737","899807701.828201","858264245.605233","831646216.332289","925063149.237757","1020128868.55157","1075401084.28015","1221986875.25158","1381843986.77342","1333406553.81489","1487441606.04602","1845861410.61174","1854855006.21234","1811194840.51217","1985104588.40706","2055094740.42208","1981665899.28039","2067388844.82852","1995752036.27447","1972130945.99937","2024364015.71225","2235066455.42834","2627082098.41213","2729381822.67024","2838199834.53609",
"Netherlands","NLD","Agriculture, forestry, and fishing, value added (current US$)","NV.AGR.TOTL.CD","","","","","","","","","","1920770121.35138","1978077555.24441","2147021929.82456","2604609310.62895","3369201481.94861","3535490613.98475","4350008713.83757","4730477579.5966","4661477058.4538","5521303727.84681","6303051741.18423","6742766570.60519","6365638964.93862","6316981100.93257","5851164388.85028","5453377060.43956","5481289145.43524","7902978053.60676","9527552219.32115","10059657709.8896","10737940351.2418","12809640566.3802","12811561763.3192","13244481203.0075","11296926910.299","12216234410.9456","14081800713.6975","13009150326.7974","12418116105.7149","11253054876.6941","10473385153.2819","9650827524.7059","9669216379.52757","9926632970.1961","12043464695.2941","12395486584.9421","12876334319.0661","14455709255.2941","15634413471.3726","15828270354.6875","13763712939.0625","15240438800","14596042782.1012","14351089464.8438","16306633285.4902","16236936585.8823","14009819269.9219","14859067386.7705","16692169063.5294","16362124733.3333","16337610996.0784","16202051805.4475","17447785054.2633","17183647677.0429","19884530058.8239","20622595071.0937",
